order_id,customer_id,customer_name,email,age,city,state,product_category,product_name,quantity,unit_price,discount_pct,order_date,payment_method,order_status,total_amount,rejection_reason
68063,7853,Daniel Jones,daniel.jones7853@example.com,42,Phoenix,AZ,Sports,Running Shoes,4,365.0,10,,Bank Transfer,Returned,1314.0,INVALID_ORDER_DATE
16365,17720,Emma Smith,emma.smith17720@example.com,80,Los Angeles,CA,Clothing,Hoodie,3,322.22,0,,Debit Card,Returned,966.66,INVALID_ORDER_DATE
5490,6529,James Perez,james.perez6529@example.com,46,Austin,TX,Books,Python Basics,5,1412.57,5,2025-05-02,Credit Card,unknown,6709.71,INVALID_ORDER_STATUS
14923,5301,Evelyn Jackson,evelyn.jackson5301@example.com,48,Atlanta,GA,Books,SQL Handbook,4,1098.97,0,,Apple Pay,Completed,4395.88,INVALID_ORDER_DATE
49537,11335,Sarah Jackson,sarah.jackson11335@example.com,57,Dallas,TX,Home,Coffee Maker,1,966.92,0,,Bank Transfer,Completed,966.92,INVALID_ORDER_DATE
41924,11591,William Taylor,william.taylor11591@example.com,34,Seattle,WA,Electronics,Headphones,2,80.51,0,,PayPal,Completed,161.02,INVALID_ORDER_DATE
25905,3107,Sophia Brown,sophia.brown3107@example.com,25,Philadelphia,PA,Home,Desk Lamp,2,1305.17,0,,Apple Pay,Completed,2610.34,INVALID_ORDER_DATE
61500,12416,John Moore,john.moore12416@example.com,25,San Diego,CA,Home,Air Purifier,3,273.98,5,,PayPal,Completed,780.84,INVALID_ORDER_DATE
61085,12453,Harper Wilson,harper.wilson12453@example.com,74,Seattle,WA,Sports,Yoga Mat,5,807.91,0,,PayPal,Completed,4039.55,INVALID_ORDER_DATE
16402,4362,Daniel Williams,daniel.williams4362@example.com,21,Los Angeles,CA,Clothing,T-Shirt,2,108.35,0,,Apple Pay,Returned,216.7,INVALID_ORDER_DATE
56618,15953,Sophia Lee,sophia.lee15953@example.com,39,Chicago,IL,Clothing,Jacket,4,815.58,10,,PayPal,Completed,2936.09,INVALID_ORDER_DATE
67465,6942,Daniel Johnson,daniel.johnson6942@example.com,26,Los Angeles,CA,Books,Cloud Fundamentals,3,851.24,15,,Bank Transfer,Completed,2170.66,INVALID_ORDER_DATE
42630,12919,Emma Davis,emma.davis12919@example.com,77,Dallas,TX,Home,Blender,3,1068.39,0,,Bank Transfer,Returned,3205.17,INVALID_ORDER_DATE
18959,10623,Daniel Thomas,daniel.thomas10623@example.com,37,Austin,TX,Books,SQL Handbook,2,1454.59,5,,Debit Card,Returned,2763.72,INVALID_ORDER_DATE
26941,5690,John Martin,john.martin5690@example.com,36,Chicago,IL,Electronics,Laptop,3,991.97,5,2025-07-12,Debit Card,unknown,2827.11,INVALID_ORDER_STATUS
4788,8858,Olivia Thomas,olivia.thomas8858@example.com,47,Phoenix,AZ,Clothing,Jacket,4,414.07,15,,Credit Card,Returned,1407.84,INVALID_ORDER_DATE
61311,4505,Amelia Williams,amelia.williams4505@example.com,42,New York,NY,Home,Coffee Maker,2,969.6,20,,PayPal,Completed,1551.36,INVALID_ORDER_DATE
73226,5881,Harper Wilson,harper.wilson5881@example.com,34,New York,NY,Sports,Water Bottle,5,314.02,15,,Apple Pay,Cancelled,1334.58,INVALID_ORDER_DATE
30085,3441,William Williams,william.williams3441@example.com,23,Houston,TX,Sports,Yoga Mat,3,1214.11,20,2025-09-13,Credit Card,unknown,2913.86,INVALID_ORDER_STATUS
17004,10257,Thomas Thompson,thomas.thompson10257@example.com,55,Chicago,IL,Electronics,Laptop,1,1262.69,0,,Bank Transfer,Completed,1262.69,INVALID_ORDER_DATE
51693,7273,Mia Lee,mia.lee7273@example.com,54,Austin,TX,Sports,Yoga Mat,1,257.63,0,,PayPal,Completed,257.63,INVALID_ORDER_DATE
74126,6845,Mia Thomas,mia.thomas6845@example.com,34,Seattle,WA,Home,Blender,1,1302.25,5,,Bank Transfer,Completed,1237.14,INVALID_ORDER_DATE
27924,5832,Sarah Moore,sarah.moore5832@example.com,39,Boston,MA,Sports,Yoga Mat,4,1040.1,0,,Debit Card,Shipped,4160.4,INVALID_ORDER_DATE
90346,11095,Sarah Taylor,sarah.taylor11095@example.com,34,New York,NY,Electronics,Keyboard,4,476.96,20,,PayPal,Processing,1526.27,INVALID_ORDER_DATE
12554,1099,Olivia Miller,olivia.miller1099@example.com,75,Los Angeles,CA,Books,Python Basics,1,1060.15,15,2024-07-10,Apple Pay,unknown,901.13,INVALID_ORDER_STATUS
42735,16746,Harper Thomas,harper.thomas16746@example.com,37,Atlanta,GA,Sports,Running Shoes,2,681.15,5,2026-02-08,Debit Card,unknown,1294.18,INVALID_ORDER_STATUS
28326,8334,John Martin,john.martin8334@example.com,76,New York,NY,Books,Analytics Guide,2,430.58,15,2026-06-07,PayPal,unknown,731.99,INVALID_ORDER_STATUS
87911,15021,Ava Williams,ava.williams15021@example.com,75,San Diego,CA,Home,Vacuum,3,1089.71,0,,Apple Pay,Completed,3269.13,INVALID_ORDER_DATE
53958,13179,Emma Thomas,emma.thomas13179@example.com,67,Denver,CO,Books,Python Basics,1,1442.19,20,,Credit Card,Completed,1153.75,INVALID_ORDER_DATE
70078,9202,Charles Jackson,charles.jackson9202@example.com,42,Los Angeles,CA,Books,Python Basics,1,337.77,5,2025-07-30,PayPal,unknown,320.88,INVALID_ORDER_STATUS
56301,11343,Olivia Jones,olivia.jones11343@example.com,62,Phoenix,AZ,Books,SQL Handbook,4,417.96,5,,Credit Card,Shipped,1588.25,INVALID_ORDER_DATE
64795,10721,Daniel Miller,daniel.miller10721@example.com,42,Houston,TX,Sports,Dumbbells,4,217.86,0,2024-09-05,Debit Card,unknown,871.44,INVALID_ORDER_STATUS
59040,12060,Amelia Williams,amelia.williams12060@example.com,58,San Diego,CA,Books,Data Engineering 101,5,1333.52,5,,Credit Card,Completed,6334.22,INVALID_ORDER_DATE
37018,2833,Daniel Jackson,daniel.jackson2833@example.com,44,Boston,MA,Books,SQL Handbook,5,166.81,0,,Apple Pay,Returned,834.05,INVALID_ORDER_DATE
87051,9886,Daniel Davis,daniel.davis9886@example.com,32,Denver,CO,Books,Analytics Guide,2,1440.34,0,,PayPal,Completed,2880.68,INVALID_ORDER_DATE
87818,1775,Sarah Smith,sarah.smith1775@example.com,32,San Antonio,TX,Electronics,Laptop,5,303.03,5,,Credit Card,Processing,1439.39,INVALID_ORDER_DATE
96301,16612,Sarah Taylor,sarah.taylor16612@example.com,22,Austin,TX,Home,Vacuum,2,788.41,15,,Apple Pay,Completed,1340.3,INVALID_ORDER_DATE
65644,9724,John Johnson,john.johnson9724@example.com,59,Boston,MA,Sports,Tennis Racket,3,474.56,5,2025-10-09,Bank Transfer,unknown,1352.5,INVALID_ORDER_STATUS
42084,10704,Olivia Jackson,olivia.jackson10704@example.com,59,Miami,FL,Clothing,T-Shirt,4,404.94,5,2026-03-15,Credit Card,unknown,1538.77,INVALID_ORDER_STATUS
82727,11648,Ava Perez,ava.perez11648@example.com,41,Los Angeles,CA,Books,Analytics Guide,3,153.68,10,,Debit Card,Shipped,414.94,INVALID_ORDER_DATE
55268,6762,Mia Williams,mia.williams6762@example.com,60,Los Angeles,CA,Clothing,Sneakers,1,1285.25,0,,Apple Pay,Cancelled,1285.25,INVALID_ORDER_DATE
81959,12019,Olivia Thomas,olivia.thomas12019@example.com,37,Chicago,IL,Clothing,Hoodie,2,136.81,5,,Bank Transfer,Cancelled,259.94,INVALID_ORDER_DATE
41931,10684,James Lee,james.lee10684@example.com,53,New York,NY,Books,SQL Handbook,3,349.46,15,2025-01-27,Debit Card,unknown,891.12,INVALID_ORDER_STATUS
85827,4193,James Garcia,james.garcia4193@example.com,79,Denver,CO,Sports,Tennis Racket,4,1228.9,0,,Debit Card,Completed,4915.6,INVALID_ORDER_DATE
55858,3484,Mia Brown,mia.brown3484@example.com,67,Austin,TX,Books,Cloud Fundamentals,1,1378.3,0,,PayPal,Processing,1378.3,INVALID_ORDER_DATE
12334,6786,Robert Lee,robert.lee6786@example.com,73,Austin,TX,Electronics,Laptop,2,230.98,0,,Debit Card,Processing,461.96,INVALID_ORDER_DATE
13582,7213,John Jackson,john.jackson7213@example.com,25,San Antonio,TX,Clothing,Jacket,4,148.74,0,,Credit Card,Processing,594.96,INVALID_ORDER_DATE
46124,9667,James Martinez,james.martinez9667@example.com,77,San Diego,CA,Clothing,Jeans,1,506.13,20,,Apple Pay,Processing,404.9,INVALID_ORDER_DATE
48008,1912,Charles Garcia,charles.garcia1912@example.com,63,Seattle,WA,Electronics,Monitor,3,724.08,5,,Apple Pay,Completed,2063.63,INVALID_ORDER_DATE
55536,3438,Daniel Wilson,daniel.wilson3438@example.com,41,Austin,TX,Clothing,Jacket,1,185.08,0,2025-07-23,Bank Transfer,unknown,185.08,INVALID_ORDER_STATUS
37217,2916,Olivia Taylor,olivia.taylor2916@example.com,19,Seattle,WA,Clothing,Hoodie,4,893.97,20,,Apple Pay,Processing,2860.7,INVALID_ORDER_DATE
47676,7040,Harper Smith,harper.smith7040@example.com,52,Philadelphia,PA,Clothing,T-Shirt,1,691.36,10,,Bank Transfer,Processing,622.22,INVALID_ORDER_DATE
22860,3798,Ava Thomas,ava.thomas3798@example.com,66,Miami,FL,Home,Blender,2,387.86,15,,Credit Card,Completed,659.36,INVALID_ORDER_DATE
79729,2505,Olivia Thompson,olivia.thompson2505@example.com,26,Chicago,IL,Clothing,T-Shirt,5,707.58,10,,PayPal,Returned,3184.11,INVALID_ORDER_DATE
32209,5448,James Thomas,james.thomas5448@example.com,31,Houston,TX,Home,Air Purifier,3,254.52,0,,Bank Transfer,Processing,763.56,INVALID_ORDER_DATE
44516,3301,Daniel Anderson,daniel.anderson3301@example.com,35,Dallas,TX,Sports,Yoga Mat,3,577.48,5,,Apple Pay,Cancelled,1645.82,INVALID_ORDER_DATE
41230,10401,Thomas Davis,thomas.davis10401@example.com,35,Seattle,WA,Electronics,Smartphone,2,899.39,0,2025-02-09,Credit Card,unknown,1798.78,INVALID_ORDER_STATUS
67065,17030,David Smith,david.smith17030@example.com,56,Miami,FL,Sports,Water Bottle,1,1264.58,5,,Debit Card,Processing,1201.35,INVALID_ORDER_DATE
51215,11486,Mia Martinez,mia.martinez11486@example.com,26,Los Angeles,CA,Clothing,Sneakers,3,1077.46,5,,Bank Transfer,Completed,3070.76,INVALID_ORDER_DATE
47078,1749,Thomas Brown,thomas.brown1749@example.com,34,Los Angeles,CA,Sports,Yoga Mat,5,988.62,15,,PayPal,Processing,4201.64,INVALID_ORDER_DATE
18752,13334,John Rodriguez,john.rodriguez13334@example.com,28,Houston,TX,Clothing,Hoodie,5,547.61,5,,Credit Card,Cancelled,2601.15,INVALID_ORDER_DATE
4477,10487,David Jackson,david.jackson10487@example.com,73,Phoenix,AZ,Clothing,Jacket,4,1035.38,0,,PayPal,Cancelled,4141.52,INVALID_ORDER_DATE
72870,8468,Sarah Garcia,sarah.garcia8468@example.com,41,Phoenix,AZ,Home,Desk Lamp,2,1081.35,15,2026-01-12,Debit Card,unknown,1838.29,INVALID_ORDER_STATUS
42405,11024,Robert Martinez,robert.martinez11024@example.com,39,San Antonio,TX,Clothing,Jacket,4,714.43,10,,Bank Transfer,Cancelled,2571.95,INVALID_ORDER_DATE
3403,8031,Sarah Jackson,sarah.jackson8031@example.com,72,Boston,MA,Home,Coffee Maker,5,993.07,10,2025-04-12,Apple Pay,unknown,4468.82,INVALID_ORDER_STATUS
47055,9296,Amelia Williams,amelia.williams9296@example.com,64,Philadelphia,PA,Books,SQL Handbook,2,318.08,10,,Debit Card,Completed,572.54,INVALID_ORDER_DATE
8508,14367,Isabella Miller,isabella.miller14367@example.com,55,Atlanta,GA,Books,Data Engineering 101,4,895.53,0,,Bank Transfer,Completed,3582.12,INVALID_ORDER_DATE
63502,6471,Mia Thomas,mia.thomas6471@example.com,68,Dallas,TX,Electronics,Headphones,4,542.79,0,,Bank Transfer,Completed,2171.16,INVALID_ORDER_DATE
6814,12311,Evelyn Thompson,evelyn.thompson12311@example.com,49,Los Angeles,CA,Books,Cloud Fundamentals,4,241.56,0,,Apple Pay,Completed,966.24,INVALID_ORDER_DATE
19421,16968,Harper Taylor,harper.taylor16968@example.com,79,Chicago,IL,Sports,Water Bottle,1,300.33,20,,Debit Card,Shipped,240.26,INVALID_ORDER_DATE
13527,5499,Thomas Wilson,thomas.wilson5499@example.com,30,Austin,TX,Electronics,Keyboard,3,957.28,20,,PayPal,Processing,2297.47,INVALID_ORDER_DATE
37673,15140,Thomas Miller,thomas.miller15140@example.com,28,Dallas,TX,Electronics,Headphones,3,888.71,20,2024-04-01,Bank Transfer,unknown,2132.9,INVALID_ORDER_STATUS
82971,13809,Mike Anderson,mike.anderson13809@example.com,59,San Diego,CA,Clothing,T-Shirt,2,1189.77,10,,PayPal,Completed,2141.59,INVALID_ORDER_DATE
23050,15965,Thomas Wilson,thomas.wilson15965@example.com,20,Seattle,WA,Books,Cloud Fundamentals,1,820.76,5,,Bank Transfer,Completed,779.72,INVALID_ORDER_DATE
15189,9517,Sophia Martinez,sophia.martinez9517@example.com,43,Chicago,IL,Electronics,Headphones,3,907.54,0,,Debit Card,Completed,2722.62,INVALID_ORDER_DATE
1313,16710,Mike Anderson,mike.anderson16710@example.com,39,Houston,TX,Sports,Water Bottle,2,24.5,0,,Bank Transfer,Completed,49.0,INVALID_ORDER_DATE
20393,9186,James Thompson,james.thompson9186@example.com,27,Los Angeles,CA,Home,Vacuum,2,75.29,0,,Bank Transfer,Processing,150.58,INVALID_ORDER_DATE
18912,17269,William Brown,william.brown17269@example.com,65,Atlanta,GA,Books,Cloud Fundamentals,2,1399.31,0,,Credit Card,Completed,2798.62,INVALID_ORDER_DATE
31140,11932,Olivia Miller,olivia.miller11932@example.com,54,San Antonio,TX,Sports,Tennis Racket,5,774.14,0,,Debit Card,Completed,3870.7,INVALID_ORDER_DATE
8921,5369,Joseph Lee,joseph.lee5369@example.com,48,San Antonio,TX,Electronics,Monitor,4,18.39,5,,Bank Transfer,Completed,69.88,INVALID_ORDER_DATE
96805,2627,Thomas Thompson,thomas.thompson2627@example.com,52,Chicago,IL,Home,Desk Lamp,5,1158.83,5,2024-04-19,PayPal,unknown,5504.44,INVALID_ORDER_STATUS
81529,17179,Sophia Davis,sophia.davis17179@example.com,73,Austin,TX,Electronics,Smartphone,3,206.96,5,,Debit Card,Shipped,589.84,INVALID_ORDER_DATE
79079,7884,Sarah Thomas,sarah.thomas7884@example.com,72,San Diego,CA,Clothing,Jeans,3,552.82,0,,Credit Card,Returned,1658.46,INVALID_ORDER_DATE
89676,17405,Ava Thomas,ava.thomas17405@example.com,73,Phoenix,AZ,Books,Data Engineering 101,3,623.77,20,,Apple Pay,Completed,1497.05,INVALID_ORDER_DATE
83216,10467,Amelia Taylor,amelia.taylor10467@example.com,27,Denver,CO,Home,Desk Lamp,4,820.79,0,,Credit Card,Returned,3283.16,INVALID_ORDER_DATE
53739,3943,Mia Moore,mia.moore3943@example.com,79,Chicago,IL,Electronics,Keyboard,2,455.8,0,,Credit Card,Completed,911.6,INVALID_ORDER_DATE
95355,15614,John Miller,john.miller15614@example.com,43,San Diego,CA,Sports,Yoga Mat,1,253.64,0,,Credit Card,Processing,253.64,INVALID_ORDER_DATE
33477,7170,Robert Smith,robert.smith7170@example.com,79,Philadelphia,PA,Electronics,Smartphone,2,1126.9,20,,Apple Pay,Completed,1803.04,INVALID_ORDER_DATE
53873,14068,Harper Garcia,harper.garcia14068@example.com,20,Chicago,IL,Sports,Water Bottle,2,1226.22,10,,Apple Pay,Returned,2207.2,INVALID_ORDER_DATE
93934,5095,Emma Perez,emma.perez5095@example.com,40,Austin,TX,Home,Blender,1,1365.58,5,,Apple Pay,Processing,1297.3,INVALID_ORDER_DATE
63241,17518,Ava Jackson,ava.jackson17518@example.com,30,Atlanta,GA,Home,Blender,4,944.07,0,2026-05-17,PayPal,unknown,3776.28,INVALID_ORDER_STATUS
44014,12036,Sarah Taylor,sarah.taylor12036@example.com,79,Chicago,IL,Books,Analytics Guide,1,1150.31,5,,PayPal,Completed,1092.79,INVALID_ORDER_DATE
23380,9517,Mia Davis,mia.davis9517@example.com,38,Los Angeles,CA,Books,SQL Handbook,2,678.52,10,2024-05-22,Bank Transfer,unknown,1221.34,INVALID_ORDER_STATUS
2800,6064,Isabella Jackson,isabella.jackson6064@example.com,64,Phoenix,AZ,Clothing,Sneakers,4,1401.33,0,,Apple Pay,Completed,5605.32,INVALID_ORDER_DATE
21461,8885,Isabella Lee,isabella.lee8885@example.com,72,Atlanta,GA,Clothing,Jeans,5,1090.07,10,,Credit Card,Completed,4905.31,INVALID_ORDER_DATE
53232,17890,David Perez,david.perez17890@example.com,58,Chicago,IL,Books,Python Basics,5,902.76,20,,Credit Card,Cancelled,3611.04,INVALID_ORDER_DATE
90272,12694,Sarah Brown,sarah.brown12694@example.com,33,Denver,CO,Clothing,Jacket,5,324.33,0,2026-06-15,Credit Card,unknown,1621.65,INVALID_ORDER_STATUS
24086,13835,Robert Moore,robert.moore13835@example.com,48,Seattle,WA,Electronics,Monitor,5,1024.19,0,,PayPal,Processing,5120.95,INVALID_ORDER_DATE
43846,7002,Joseph Johnson,joseph.johnson7002@example.com,76,Miami,FL,Clothing,Sneakers,5,158.07,15,,Debit Card,Completed,671.8,INVALID_ORDER_DATE
36005,3705,Isabella Perez,isabella.perez3705@example.com,61,New York,NY,Sports,Dumbbells,5,1184.27,5,2024-03-15,Bank Transfer,unknown,5625.28,INVALID_ORDER_STATUS
45900,5219,Thomas Anderson,thomas.anderson5219@example.com,68,Los Angeles,CA,Clothing,Hoodie,4,806.03,15,,Bank Transfer,Cancelled,2740.5,INVALID_ORDER_DATE
25875,5440,Charles Martin,charles.martin5440@example.com,45,New York,NY,Books,Analytics Guide,2,549.62,10,,Bank Transfer,Completed,989.32,INVALID_ORDER_DATE
26992,10049,Charles Thompson,charles.thompson10049@example.com,29,Denver,CO,Clothing,Sneakers,2,64.1,0,,Credit Card,Completed,128.2,INVALID_ORDER_DATE
4852,17137,Sarah Williams,sarah.williams17137@example.com,74,Boston,MA,Home,Vacuum,1,563.3,20,,Apple Pay,Shipped,450.64,INVALID_ORDER_DATE
97881,3883,Mia Jackson,mia.jackson3883@example.com,75,Houston,TX,Books,Analytics Guide,5,450.5,20,,Apple Pay,Processing,1802.0,INVALID_ORDER_DATE
63878,1479,Joseph Martin,joseph.martin1479@example.com,52,San Diego,CA,Sports,Tennis Racket,1,373.82,15,,PayPal,Completed,317.75,INVALID_ORDER_DATE
84612,1507,Olivia Thompson,olivia.thompson1507@example.com,78,Philadelphia,PA,Clothing,T-Shirt,2,1180.13,0,,Credit Card,Cancelled,2360.26,INVALID_ORDER_DATE
56709,3091,Charles Williams,charles.williams3091@example.com,44,Austin,TX,Sports,Water Bottle,1,1284.61,15,,Debit Card,Returned,1091.92,INVALID_ORDER_DATE
55657,14987,William Anderson,william.anderson14987@example.com,50,Austin,TX,Electronics,Keyboard,3,986.76,5,,Debit Card,Processing,2812.27,INVALID_ORDER_DATE
77803,3928,Amelia Martin,amelia.martin3928@example.com,44,Chicago,IL,Clothing,Hoodie,2,920.88,15,,Apple Pay,Processing,1565.5,INVALID_ORDER_DATE
90625,14904,William Rodriguez,william.rodriguez14904@example.com,48,Chicago,IL,Books,SQL Handbook,2,379.8,15,2025-06-14,Credit Card,unknown,645.66,INVALID_ORDER_STATUS
73829,15661,Mike Thomas,mike.thomas15661@example.com,69,New York,NY,Books,Cloud Fundamentals,5,369.52,20,,Bank Transfer,Processing,1478.08,INVALID_ORDER_DATE
97890,17588,David Johnson,david.johnson17588@example.com,75,Boston,MA,Books,Cloud Fundamentals,1,1015.57,0,,Bank Transfer,Returned,1015.57,INVALID_ORDER_DATE
54740,4729,Olivia Lee,olivia.lee4729@example.com,35,San Antonio,TX,Clothing,Jeans,1,816.57,5,,Apple Pay,Cancelled,775.74,INVALID_ORDER_DATE
18106,4764,William Smith,william.smith4764@example.com,68,Chicago,IL,Home,Blender,3,44.48,5,,PayPal,Completed,126.77,INVALID_ORDER_DATE
30756,16565,Ava Jackson,ava.jackson16565@example.com,62,Miami,FL,Home,Blender,2,1251.33,15,2025-06-30,Credit Card,unknown,2127.26,INVALID_ORDER_STATUS
63698,14497,Emma Rodriguez,emma.rodriguez14497@example.com,28,Houston,TX,Sports,Water Bottle,5,1133.05,0,,Apple Pay,Shipped,5665.25,INVALID_ORDER_DATE
30833,1987,David Thomas,david.thomas1987@example.com,76,San Diego,CA,Electronics,Laptop,2,636.01,0,2024-08-23,Debit Card,unknown,1272.02,INVALID_ORDER_STATUS
41956,11008,Robert Taylor,robert.taylor11008@example.com,18,Miami,FL,Clothing,Jeans,4,311.85,20,,Bank Transfer,Cancelled,997.92,INVALID_ORDER_DATE
65594,8406,Olivia Johnson,olivia.johnson8406@example.com,78,New York,NY,Books,Analytics Guide,4,1017.9,0,2025-05-30,Apple Pay,unknown,4071.6,INVALID_ORDER_STATUS
6141,7952,Daniel Taylor,daniel.taylor7952@example.com,57,Denver,CO,Clothing,Sneakers,4,514.84,10,,Bank Transfer,Shipped,1853.42,INVALID_ORDER_DATE
63867,4481,Daniel Jones,daniel.jones4481@example.com,19,Denver,CO,Sports,Dumbbells,5,452.51,0,,PayPal,Completed,2262.55,INVALID_ORDER_DATE
44673,17130,Thomas Davis,thomas.davis17130@example.com,22,Dallas,TX,Home,Vacuum,3,625.08,0,2025-12-25,Credit Card,unknown,1875.24,INVALID_ORDER_STATUS
45136,7356,Mia Taylor,mia.taylor7356@example.com,18,Chicago,IL,Books,Analytics Guide,2,47.98,0,,Credit Card,Completed,95.96,INVALID_ORDER_DATE
90962,12655,Daniel Wilson,daniel.wilson12655@example.com,33,Austin,TX,Clothing,Hoodie,2,1075.94,0,2024-06-28,Apple Pay,unknown,2151.88,INVALID_ORDER_STATUS
52001,17470,Harper Anderson,harper.anderson17470@example.com,39,New York,NY,Electronics,Headphones,1,796.3,5,,Apple Pay,Shipped,756.48,INVALID_ORDER_DATE
20214,14442,William Brown,william.brown14442@example.com,56,Seattle,WA,Electronics,Monitor,4,311.6,0,2026-03-04,Bank Transfer,unknown,1246.4,INVALID_ORDER_STATUS
73162,3081,Robert Rodriguez,robert.rodriguez3081@example.com,34,New York,NY,Clothing,Jacket,3,394.11,20,2024-11-17,Debit Card,unknown,945.86,INVALID_ORDER_STATUS
18611,17257,David Brown,david.brown17257@example.com,29,Seattle,WA,Clothing,Jacket,1,1315.7,15,,PayPal,Returned,1118.34,INVALID_ORDER_DATE
52373,3212,Olivia Anderson,olivia.anderson3212@example.com,55,Los Angeles,CA,Books,Data Engineering 101,2,738.99,10,2024-11-21,PayPal,unknown,1330.18,INVALID_ORDER_STATUS
55851,15148,Amelia Moore,amelia.moore15148@example.com,18,Phoenix,AZ,Electronics,Monitor,1,1343.75,0,,Apple Pay,Cancelled,1343.75,INVALID_ORDER_DATE
85167,6179,Evelyn Johnson,evelyn.johnson6179@example.com,23,San Diego,CA,Clothing,T-Shirt,4,264.03,20,,Bank Transfer,Processing,844.9,INVALID_ORDER_DATE
61581,5954,James Rodriguez,james.rodriguez5954@example.com,60,Austin,TX,Books,SQL Handbook,3,1025.96,0,,Bank Transfer,Returned,3077.88,INVALID_ORDER_DATE
74373,12530,Sophia Davis,sophia.davis12530@example.com,34,Austin,TX,Sports,Dumbbells,3,909.65,5,2024-05-29,Apple Pay,unknown,2592.5,INVALID_ORDER_STATUS
83689,4496,John Wilson,john.wilson4496@example.com,63,Austin,TX,Clothing,T-Shirt,2,1310.29,15,,PayPal,Completed,2227.49,INVALID_ORDER_DATE
