order_id,customer_id,customer_name,email,age,city,state,product_category,product_name,quantity,unit_price,discount_pct,order_date,payment_method,order_status,total_amount
58725,7046,Amelia Martin,amelia.martin7046@example.com,63,Houston,TX,Books,Analytics Guide,2,597.29,10,2025-06-17,Apple Pay,Cancelled,1075.12
62604,2475,David Jackson,david.jackson2475@example.com,74,Seattle,WA,Clothing,T-Shirt,5,1063.7,20,2024-02-09,Bank Transfer,Completed,4254.8
47800,4810,Sarah Lee,sarah.lee4810@example.com,61,Seattle,WA,Sports,Yoga Mat,5,1097.79,10,2025-04-15,Debit Card,Shipped,4940.06
56599,4174,Charles Perez,charles.perez4174@example.com,25,Dallas,TX,Clothing,Sneakers,4,452.93,0,2024-03-19,Credit Card,Returned,1811.72
74874,9547,Ava Moore,ava.moore9547@example.com,38,San Diego,CA,Clothing,Hoodie,2,125.87,20,2024-07-14,Bank Transfer,Completed,201.39
13493,10267,John Brown,john.brown10267@example.com,64,Atlanta,GA,Books,Data Engineering 101,2,874.05,5,2024-09-24,PayPal,Completed,1660.69
67365,11299,Robert Jones,robert.jones11299@example.com,67,Miami,FL,Books,Analytics Guide,5,947.84,15,2025-02-27,Apple Pay,Shipped,4028.32
20729,12394,William Taylor,william.taylor12394@example.com,43,Seattle,WA,Sports,Running Shoes,3,637.48,0,2024-02-29,Debit Card,Completed,1912.44
24386,15193,Mia Jones,mia.jones15193@example.com,67,Seattle,WA,Electronics,Monitor,3,574.82,0,2026-01-09,Credit Card,Shipped,1724.46
75383,5989,Robert Wilson,robert.wilson5989@example.com,60,Phoenix,AZ,Clothing,Sneakers,2,1297.06,20,2025-07-20,Debit Card,Completed,2075.3
22559,17401,Mike Garcia,mike.garcia17401@example.com,51,San Antonio,TX,Home,Coffee Maker,3,289.43,0,2025-11-27,PayPal,Completed,868.29
16916,3973,Emma Miller,emma.miller3973@example.com,72,Phoenix,AZ,Books,Cloud Fundamentals,2,1320.16,0,2024-04-19,PayPal,Returned,2640.32
3197,7563,Mia Jones,mia.jones7563@example.com,37,Atlanta,GA,Home,Air Purifier,2,255.96,15,2025-01-13,Credit Card,Completed,435.13
70219,14211,William Wilson,william.wilson14211@example.com,38,Denver,CO,Books,Cloud Fundamentals,4,265.38,0,2024-01-12,Bank Transfer,Shipped,1061.52
8029,11917,William Wilson,invalid-email,74,Dallas,TX,Electronics,Monitor,1,530.44,20,2025-10-05,Debit Card,Processing,424.35
75877,12360,William Williams,william.williams12360@example.com,19,Phoenix,AZ,Home,Desk Lamp,4,986.75,0,2025-05-07,Debit Card,Completed,3947.0
69246,6867,Joseph Thomas,joseph.thomas6867@example.com,58,San Diego,CA,Books,Analytics Guide,1,485.81,0,2024-03-22,PayPal,Returned,485.81
62061,9817,James Williams,james.williams9817@example.com,46,Austin,TX,Electronics,Headphones,4,283.39,0,2024-12-06,Credit Card,Completed,1133.56
17577,1251,Evelyn Martinez,evelyn.martinez1251@example.com,32,Philadelphia,PA,Home,Coffee Maker,2,1169.65,20,2024-04-06,Apple Pay,Returned,1871.44
97122,12135,Daniel Rodriguez,daniel.rodriguez12135@example.com,,Los Angeles,CA,Clothing,Sneakers,5,312.04,15,2025-04-05,Credit Card,Completed,1326.17
88438,5672,Harper Wilson,harper.wilson5672@example.com,31,Austin,TX,Clothing,Jacket,4,526.91,20,2025-03-04,Apple Pay,Completed,1686.11
3012,14633,Amelia Miller,amelia.miller14633@example.com,41,Dallas,TX,Electronics,Monitor,2,1098.39,5,2026-01-14,Apple Pay,Completed,2086.94
69298,9166,James Thompson,james.thompson9166@example.com,63,Miami,FL,Electronics,Keyboard,1,1307.29,0,2025-11-17,Credit Card,Completed,1307.29
89615,14608,Amelia Martin,amelia.martin14608@example.com,71,San Antonio,TX,Clothing,Jeans,1,87.24,0,2025-07-16,Credit Card,Processing,87.24
34688,15210,Amelia Rodriguez,amelia.rodriguez15210@example.com,75,Los Angeles,CA,Clothing,Jeans,4,61.75,15,2025-03-02,Bank Transfer,Completed,209.95
73705,15878,Joseph Miller,joseph.miller15878@example.com,35,Austin,TX,Books,Data Engineering 101,1,538.57,15,2025-06-22,PayPal,Returned,457.78
37329,10179,Ava Anderson,ava.anderson10179@example.com,58,Boston,MA,Home,Vacuum,2,200.41,20,2025-12-30,Bank Transfer,Completed,320.66
95632,15182,Joseph Garcia,joseph.garcia15182@example.com,27,Boston,MA,Sports,Running Shoes,5,90.3,5,2024-06-05,Apple Pay,Completed,428.92
33718,8263,John Martinez,john.martinez8263@example.com,54,Atlanta,GA,Home,Coffee Maker,5,1456.49,15,2025-01-21,Debit Card,Completed,6190.08
45259,15200,Joseph Smith,joseph.smith15200@example.com,73,Chicago,IL,Books,SQL Handbook,4,880.29,20,2025-09-25,Bank Transfer,Returned,2816.93
1504,7306,Isabella Taylor,isabella.taylor7306@example.com,39,Houston,TX,Clothing,T-Shirt,2,687.37,15,2026-04-10,PayPal,Returned,1168.53
19630,2356,Isabella Anderson,isabella.anderson2356@example.com,31,Miami,FL,Clothing,Jacket,1,349.5,20,2025-03-16,Debit Card,Cancelled,279.6
6786,13449,Isabella Lee,isabella.lee13449@example.com,50,Denver,CO,Sports,Tennis Racket,5,743.46,0,2025-09-16,Debit Card,Completed,3717.3
19937,15198,Sophia Jackson,sophia.jackson15198@example.com,21,Los Angeles,CA,Electronics,Keyboard,4,438.01,0,2025-10-27,Bank Transfer,Processing,1752.04
86479,5707,Sophia Williams,sophia.williams5707@example.com,20,Austin,TX,Home,Air Purifier,1,,0,2025-05-28,Credit Card,Completed,
65777,6846,David Anderson,david.anderson6846@example.com,37,Philadelphia,PA,Books,Analytics Guide,2,352.16,5,2024-12-11,Credit Card,Shipped,669.1
90333,1244,Emma Lee,emma.lee1244@example.com,31,San Antonio,TX,Sports,Water Bottle,4,256.9,0,2024-11-21,PayPal,Completed,1027.6
64248,7818,Sarah Anderson,sarah.anderson7818@example.com,49,San Diego,CA,Sports,Running Shoes,3,410.99,0,2025-09-14,Apple Pay,Cancelled,1232.97
86948,5793,Ava Smith,ava.smith5793@example.com,27,Atlanta,GA,Home,Air Purifier,1,273.58,20,2025-11-23,Bank Transfer,Returned,218.86
19828,6211,William Martinez,william.martinez6211@example.com,29,Phoenix,AZ,Electronics,Laptop,1,233.04,0,2025-08-07,Credit Card,Processing,233.04
44047,4762,Sarah Martinez,sarah.martinez4762@example.com,76,Boston,MA,Books,Python Basics,1,726.87,10,2025-03-02,Debit Card,Cancelled,654.18
51371,14237,Isabella Martinez,isabella.martinez14237@example.com,49,Austin,TX,Clothing,Jeans,3,944.26,0,2025-05-02,Bank Transfer,Processing,2832.78
87264,14025,Daniel Perez,daniel.perez14025@example.com,30,Seattle,WA,Home,Vacuum,5,1462.49,10,2024-05-01,Apple Pay,Completed,6581.2
77840,5136,Sarah Taylor,sarah.taylor5136@example.com,50,San Antonio,TX,Clothing,T-Shirt,-1,1452.81,20,2024-07-23,Debit Card,Completed,-1162.25
42520,15940,Charles Taylor,charles.taylor15940@example.com,79,Austin,TX,Electronics,Headphones,3,1010.24,0,2026-04-03,PayPal,Completed,3030.72
13152,10161,Mia Davis,mia.davis10161@example.com,68,Miami,FL,Electronics,Laptop,5,115.12,5,2024-08-07,Debit Card,Returned,546.82
76850,2359,Joseph Martin,joseph.martin2359@example.com,20,Atlanta,GA,Electronics,Monitor,3,1036.16,0,2026-06-15,Debit Card,Shipped,3108.48
9412,9277,Emma Miller,emma.miller9277@example.com,23,Seattle,WA,Clothing,Jacket,5,1005.07,0,2024-07-24,Debit Card,Processing,5025.35
18023,15409,Sarah Brown,sarah.brown15409@example.com,68,Denver,CO,Clothing,Jacket,2,351.36,0,2025-02-24,Credit Card,Shipped,702.72
26518,4947,Emma Thompson,emma.thompson4947@example.com,18,San Antonio,TX,Sports,Dumbbells,2,1214.58,0,2025-04-29,Apple Pay,Completed,2429.16
81200,11694,Charles Martinez,charles.martinez11694@example.com,67,Denver,CO,Electronics,Keyboard,3,21.27,0,2024-09-18,Credit Card,Completed,63.81
78312,16337,Evelyn Martinez,evelyn.martinez16337@example.com,37,Miami,FL,Sports,Yoga Mat,3,432.16,15,2024-04-25,Apple Pay,Completed,1102.01
86841,7551,Isabella Anderson,isabella.anderson7551@example.com,50,Boston,MA,Electronics,Monitor,4,312.34,10,2026-01-26,PayPal,Completed,1124.42
77384,14717,Joseph Johnson,joseph.johnson14717@example.com,21,Dallas,TX,Sports,Dumbbells,2,672.75,15,2024-08-16,PayPal,Returned,1143.67
36776,13604,Olivia Smith,olivia.smith13604@example.com,50,San Diego,CA,Clothing,Jacket,3,553.26,10,2024-06-02,Apple Pay,Completed,1493.8
22533,4105,Isabella Davis,isabella.davis4105@example.com,,Seattle,WA,Electronics,Smartphone,2,758.44,15,2024-02-09,Bank Transfer,Completed,1289.35
90191,1555,Mia Martin,mia.martin1555@example.com,29,Austin,TX,Books,Cloud Fundamentals,3,724.97,5,2025-05-07,Credit Card,Completed,2066.16
13019,17101,Sophia Garcia,sophia.garcia17101@example.com,25,Austin,TX,Home,Blender,1,1141.5,0,2025-01-21,Credit Card,Completed,1141.5
36564,8274,James Garcia,james.garcia8274@example.com,74,New York,NY,Books,Analytics Guide,4,1346.19,15,2025-07-24,Apple Pay,Cancelled,4577.05
64394,15543,James Martinez,james.martinez15543@example.com,18,Boston,MA,Home,Air Purifier,3,737.95,20,2024-04-02,PayPal,Cancelled,1771.08
26087,3594,Thomas Jackson,thomas.jackson3594@example.com,51,Los Angeles,CA,Sports,Water Bottle,3,267.26,15,2025-03-01,Credit Card,Completed,681.51
18303,17678,Sophia Jackson,sophia.jackson17678@example.com,27,Philadelphia,PA,Books,Python Basics,1,1031.44,5,2025-01-06,PayPal,Completed,979.87
27190,13751,David Davis,invalid-email,64,Denver,CO,Sports,Running Shoes,1,875.47,10,2024-11-23,Debit Card,Cancelled,787.92
81332,4132,James Thomas,james.thomas4132@example.com,70,Dallas,TX,Home,Air Purifier,4,981.0,0,2025-07-16,PayPal,Completed,3924.0
37849,12591,William Rodriguez,william.rodriguez12591@example.com,63,philadelphia,PA,Sports,Tennis Racket,3,1057.27,0,2024-03-01,Debit Card,Completed,3171.81
97726,11742,James Anderson,james.anderson11742@example.com,66,Boston,MA,Clothing,Jeans,3,806.11,10,2024-01-30,PayPal,Processing,2176.5
86429,12097,Charles Martinez,charles.martinez12097@example.com,77,San Antonio,TX,Sports,Water Bottle,1,747.67,20,2024-10-06,Apple Pay,Returned,598.14
71099,13170,Joseph Brown,joseph.brown13170@example.com,44,Dallas,TX,Clothing,Jeans,2,603.2,20,2025-01-29,PayPal,Processing,965.12
56623,5711,Evelyn Perez,evelyn.perez5711@example.com,27,Austin,TX,Electronics,Smartphone,4,212.0,0,2025-02-25,Debit Card,Completed,848.0
11888,3375,James Moore,james.moore3375@example.com,29,Atlanta,GA,Sports,Water Bottle,1,264.97,0,2024-07-19,PayPal,Cancelled,264.97
41585,15006,Ava Thompson,ava.thompson15006@example.com,54,Boston,MA,Sports,Dumbbells,4,,0,2024-01-10,PayPal,Shipped,
78800,10033,Thomas Moore,thomas.moore10033@example.com,70,Phoenix,AZ,Electronics,Keyboard,4,1317.06,10,2025-01-01,PayPal,Returned,4741.42
60958,5508,Sarah Garcia,sarah.garcia5508@example.com,75,Phoenix,AZ,Home,Coffee Maker,3,705.07,0,2025-04-21,Debit Card,Completed,2115.21
29681,16048,Robert Wilson,robert.wilson16048@example.com,75,Seattle,WA,Books,Cloud Fundamentals,3,204.49,10,2026-04-17,Apple Pay,Processing,552.12
84904,2253,Isabella Martin,isabella.martin2253@example.com,49,Houston,TX,Electronics,Laptop,5,539.3,20,2025-01-16,Credit Card,Shipped,2157.2
97986,1040,Robert Jackson,robert.jackson1040@example.com,34,Los Angeles,CA,Books,Python Basics,5,503.07,5,2026-05-16,Debit Card,Completed,2389.58
4270,9591,Emma Jones,emma.jones9591@example.com,48,Chicago,IL,Sports,Water Bottle,2,169.8,0,2025-08-11,Bank Transfer,Completed,339.6
16093,13385,Mike Thomas,mike.thomas13385@example.com,65,Chicago,IL,Sports,Yoga Mat,1,655.54,0,2025-12-29,Debit Card,Completed,655.54
81573,2131,Ava Garcia,ava.garcia2131@example.com,66,Atlanta,GA,Clothing,Sneakers,1,1224.59,0,2025-04-13,Credit Card,Completed,1224.59
16244,11100,Harper Thompson,harper.thompson11100@example.com,49,Chicago,IL,Sports,Yoga Mat,2,1088.38,0,2026-06-07,Debit Card,Shipped,2176.76
69216,4193,Amelia Rodriguez,amelia.rodriguez4193@example.com,35,Miami,FL,Sports,Water Bottle,2,483.55,0,2025-01-17,Bank Transfer,Completed,967.1
27168,8508,Daniel Martin,daniel.martin8508@example.com,26,Seattle,WA,Sports,Dumbbells,1,222.65,0,2024-09-26,Bank Transfer,Cancelled,222.65
70359,13591,Emma Perez,emma.perez13591@example.com,47,Miami,FL,Clothing,T-Shirt,5,991.39,15,2026-04-26,Credit Card,Cancelled,4213.41
76050,10417,Evelyn Taylor,evelyn.taylor10417@example.com,27,Chicago,IL,Home,Coffee Maker,4,1344.72,0,2026-05-02,Debit Card,Shipped,5378.88
8439,7521,William Taylor,william.taylor7521@example.com,29,Philadelphia,PA,Sports,Water Bottle,1,180.6,15,2024-02-26,Debit Card,Cancelled,153.51
31130,2508,Sophia Martin,sophia.martin2508@example.com,66,New York,NY,Sports,Yoga Mat,2,590.49,15,2025-06-01,Debit Card,Completed,1003.83
60103,6405,James Rodriguez,james.rodriguez6405@example.com,52,Chicago,IL,Clothing,T-Shirt,5,412.25,0,2024-02-13,Bank Transfer,Completed,2061.25
1904,11540,Isabella Moore,isabella.moore11540@example.com,21,Boston,MA,Books,Analytics Guide,5,1323.7,5,2025-12-28,PayPal,Completed,6287.57
81540,8426,Mike Anderson,mike.anderson8426@example.com,49,Philadelphia,PA,Books,Cloud Fundamentals,2,1180.53,10,2024-03-05,Debit Card,Returned,2124.95
36920,17543,David Rodriguez,david.rodriguez17543@example.com,38,Dallas,TX,Clothing,T-Shirt,2,801.44,20,2024-02-28,PayPal,Shipped,1282.3
59597,1032,Mike Martinez,mike.martinez1032@example.com,19,Austin,TX,Electronics,Smartphone,5,122.73,0,2025-08-01,PayPal,Cancelled,613.65
4820,16963,Sarah Williams,sarah.williams16963@example.com,21,San Antonio,TX,Sports,Dumbbells,4,73.98,0,2026-03-19,Bank Transfer,Shipped,295.92
80580,4244,Joseph Jackson,joseph.jackson4244@example.com,53,Atlanta,GA,Clothing,Jacket,3,560.63,15,2025-05-22,PayPal,Cancelled,1429.61
24883,6604,Mia Thomas,mia.thomas6604@example.com,39,Miami,FL,Electronics,Keyboard,5,75.59,10,2025-04-12,PayPal,Cancelled,340.16
36615,16927,David Jackson,david.jackson16927@example.com,62,Atlanta,GA,Books,Cloud Fundamentals,2,319.53,20,2024-03-29,Bank Transfer,Shipped,511.25
731,16079,Joseph Perez,joseph.perez16079@example.com,20,Boston,MA,Electronics,Smartphone,4,525.4,20,2025-12-29,PayPal,Shipped,1681.28
48822,13661,Ava Wilson,,67,Chicago,IL,Sports,Yoga Mat,5,1117.97,0,2025-01-07,Debit Card,Cancelled,5589.85
76482,8596,John Lee,invalid-email,37,New York,NY,Books,Python Basics,2,804.66,10,2025-05-06,Apple Pay,Completed,1448.39
746,1435,Sophia Smith,sophia.smith1435@example.com,57,Denver,CO,Electronics,Smartphone,2,1108.97,20,not-a-date,Bank Transfer,Completed,1774.35
75079,1330,Charles Garcia,charles.garcia1330@example.com,39,Chicago,IL,Books,Python Basics,4,622.03,0,2025-08-06,PayPal,Cancelled,2488.12
9994,13248,Sarah Rodriguez,sarah.rodriguez13248@example.com,70,Boston,MA,Clothing,Jeans,4,713.57,5,2025-03-14,Debit Card,Cancelled,2711.57
87737,7923,Harper Perez,harper.perez7923@example.com,,Houston,TX,Sports,Water Bottle,1,299.69,0,2025-05-26,PayPal,Completed,299.69
3225,10270,John Anderson,john.anderson10270@example.com,68,Houston,TX,Electronics,Monitor,5,427.27,0,2024-03-03,PayPal,Completed,2136.35
80762,5377,Ava Smith,,71,Dallas,TX,Clothing,Sneakers,4,1378.83,0,2024-01-27,Debit Card,Cancelled,5515.32
45401,8886,John Perez,john.perez8886@example.com,30,Miami,FL,Home,Desk Lamp,2,894.75,10,2026-05-23,Credit Card,Completed,1610.55
4589,5167,Emma Martinez,emma.martinez5167@example.com,65,Dallas,TX,Clothing,Jacket,3,1152.05,0,2025-09-28,Bank Transfer,Processing,3456.15
230,10746,Evelyn Perez,evelyn.perez10746@example.com,23,Seattle,WA,Home,Desk Lamp,1,363.95,0,2024-07-06,PayPal,Cancelled,363.95
46373,6866,Daniel Taylor,daniel.taylor6866@example.com,63,Atlanta,GA,Home,Desk Lamp,2,177.57,0,2025-11-30,Apple Pay,Processing,355.14
64614,5158,Sarah Martinez,sarah.martinez5158@example.com,61,San Diego,CA,Home,Blender,5,1110.24,5,2026-03-18,Debit Card,Shipped,5273.64
42609,11805,David Thomas,david.thomas11805@example.com,32,Dallas,TX,Books,Data Engineering 101,5,1029.78,15,2025-05-13,Apple Pay,Shipped,4376.56
76455,5599,Joseph Jones,joseph.jones5599@example.com,75,San Antonio,TX,Sports,Yoga Mat,4,261.03,5,2025-11-25,Credit Card,Cancelled,991.91
48800,6264,Harper Martinez,harper.martinez6264@example.com,65,San Antonio,TX,Home,Desk Lamp,3,1403.75,0,2025-05-16,Bank Transfer,Shipped,4211.25
84984,6161,Amelia Brown,amelia.brown6161@example.com,54,Austin,TX,Home,Vacuum,2,1290.93,15,2025-06-21,Bank Transfer,Completed,2194.58
58520,12690,Sarah Wilson,sarah.wilson12690@example.com,27,Philadelphia,PA,Electronics,Keyboard,3,118.3,10,2025-10-19,PayPal,Shipped,319.41
5343,5992,Emma Johnson,emma.johnson5992@example.com,55,Los Angeles,CA,Books,Data Engineering 101,4,925.46,10,2025-03-05,Apple Pay,Completed,3331.66
14948,9683,William Wilson,william.wilson9683@example.com,21,Boston,MA,Books,Python Basics,2,30.76,5,2024-11-02,PayPal,Shipped,58.44
15793,17329,Robert Martinez,robert.martinez17329@example.com,67,Los Angeles,CA,Electronics,Monitor,1,390.73,20,2024-07-24,PayPal,Cancelled,312.58
10344,13014,Isabella Miller,isabella.miller13014@example.com,23,Miami,FL,Home,Desk Lamp,1,904.73,0,2024-05-17,Debit Card,Shipped,904.73
31118,13109,Joseph Perez,joseph.perez13109@example.com,72,San Diego,CA,Electronics,Keyboard,1,517.96,0,2024-04-25,Bank Transfer,Completed,517.96
7237,1806,William Williams,william.williams1806@example.com,80,San Diego,CA,Sports,Running Shoes,2,775.55,15,2025-02-08,Apple Pay,Processing,1318.43
60203,3773,Charles Moore,charles.moore3773@example.com,55,Philadelphia,PA,Sports,Tennis Racket,4,1260.69,0,2025-10-23,PayPal,Shipped,5042.76
53519,8769,Amelia Lee,amelia.lee8769@example.com,68,Boston,MA,Home,Vacuum,4,33.97,20,2025-05-17,PayPal,Completed,108.7
5190,15418,Harper Lee,harper.lee15418@example.com,70,San Diego,CA,Sports,Dumbbells,4,342.73,0,2026-06-11,Bank Transfer,Returned,1370.92
7247,8758,Sarah Jackson,sarah.jackson8758@example.com,78,Boston,MA,Home,Vacuum,3,894.22,10,2025-07-06,PayPal,Shipped,2414.39
37984,10236,Daniel Lee,daniel.lee10236@example.com,27,Los Angeles,CA,Sports,Water Bottle,2,456.12,10,2025-02-24,Bank Transfer,Completed,821.02
81139,9536,John Williams,john.williams9536@example.com,59,Seattle,WA,Clothing,T-Shirt,3,1342.86,0,2024-10-05,Bank Transfer,Completed,4028.58
66390,2299,Mike Miller,mike.miller2299@example.com,56,Chicago,IL,Electronics,Keyboard,3,46.36,0,2025-06-27,Apple Pay,Completed,139.08
50091,9287,Daniel Rodriguez,daniel.rodriguez9287@example.com,43,Atlanta,GA,Sports,Water Bottle,1,490.68,20,2025-02-08,Apple Pay,Processing,392.54
15272,9949,Amelia Rodriguez,amelia.rodriguez9949@example.com,49,Chicago,IL,Home,Blender,1,1469.87,15,2026-02-23,Apple Pay,Returned,1249.39
52418,6081,Joseph Perez,joseph.perez6081@example.com,75,Austin,TX,Home,Coffee Maker,4,656.69,5,2025-01-18,Debit Card,Processing,2495.42
14831,13977,Mike Williams,mike.williams13977@example.com,48,Dallas,TX,Books,Cloud Fundamentals,5,249.16,0,2026-05-19,Bank Transfer,Shipped,1245.8
50150,3732,Emma Johnson,emma.johnson3732@example.com,72,San Antonio,TX,Sports,Yoga Mat,5,1170.77,10,2025-11-03,Apple Pay,Completed,5268.47
86432,1353,Thomas Jackson,thomas.jackson1353@example.com,22,Boston,MA,Clothing,Jeans,3,1402.97,0,2024-10-22,Debit Card,Cancelled,4208.91
12883,2624,Sarah Davis,sarah.davis2624@example.com,63,Miami,FL,Sports,Tennis Racket,3,363.27,0,2024-06-01,Apple Pay,Completed,1089.81
74454,6747,Daniel Jones,daniel.jones6747@example.com,63,New York,NY,Sports,Running Shoes,5,1427.06,10,2026-01-27,Credit Card,Cancelled,6421.77
18352,9467,Thomas Miller,thomas.miller9467@example.com,31,Dallas,TX,Home,Coffee Maker,-1,926.23,0,2024-02-08,Credit Card,Cancelled,-926.23
83028,9395,Robert Martinez,robert.martinez9395@example.com,76,Los Angeles,CA,Sports,Running Shoes,3,1436.18,10,2025-08-12,Apple Pay,Shipped,3877.69
3129,17175,Mia Martin,mia.martin17175@example.com,62,Denver,CO,Books,SQL Handbook,3,1026.7,0,2024-01-06,Bank Transfer,Completed,3080.1
81534,2852,Ava Martinez,ava.martinez2852@example.com,28,Phoenix,AZ,Sports,Yoga Mat,4,1166.46,10,2026-04-13,Apple Pay,Returned,4199.26
56865,6127,Harper Smith,harper.smith6127@example.com,48,Houston,TX,Home,Coffee Maker,5,999.45,10,2025-04-07,Apple Pay,Shipped,4497.53
78035,16997,Ava Rodriguez,invalid-email,21,Philadelphia,PA,Books,SQL Handbook,4,1207.5,0,2024-07-01,PayPal,Completed,4830.0
58966,12258,Charles Garcia,charles.garcia12258@example.com,46,Houston,TX,Books,Data Engineering 101,1,456.75,10,2024-06-14,PayPal,Completed,411.07
79510,4381,Charles Garcia,charles.garcia4381@example.com,41,Los Angeles,CA,Electronics,Headphones,-3,286.46,20,2025-12-11,Apple Pay,Completed,-687.5
36598,2685,Olivia Smith,olivia.smith2685@example.com,26,Atlanta,GA,Sports,Water Bottle,3,1430.92,15,2025-03-21,Debit Card,Completed,3648.85
12333,9986,Charles Thompson,charles.thompson9986@example.com,36,Atlanta,GA,Clothing,Jeans,4,530.89,0,2024-09-26,Debit Card,Shipped,2123.56
3565,2911,Emma Thompson,emma.thompson2911@example.com,32,Dallas,TX,Clothing,Hoodie,3,1432.91,0,2024-04-22,PayPal,Completed,4298.73
